name;address;postalcode;city;website;contact_person;contact_person_email;phone_number;description;looking_for
Comma BV;Torhoutsesteenweg 411;8210;Zedelgem;https://www.brandstrategists.be/;Maxim Bogaert;;050 81 47 90;"comma, brand strategists is een strategisch marketing- en communicatiebureau met een sterke focus op ondernemerschap. In co-creatie met onze klanten willen we impact cre‰ren en groei stimuleren voor KMO's en organisaties in transformatie. Ons doel is om tot een uitzonderlijke co-creatie te komen tussen onze klanten en onze strategische marketeers, design thinkers en digitale experts. Met een duidelijke focus op strategie en effici‰nte branding-ecosystemen, werken onze in-house experts met passie en toewijding aan strategische marketing en communicatie voor onze klanten.

comma, brandstrategists brengt bedrijven en organisaties naar een hoger niveau. We stellen onze expertise ten dienste van jouw merk. Van groeistrategie naar merkenstrategie, van digitale transformatie naar innovatie, van marketing- en communicatieplan naar storytelling & design. In co-creatie gaan we voor een succesvol resultaat.

En met een trotse knik naar ons diep Belgisch wielererfgoed, we fly high and enjoy the ride! Elke weg zal altijd verschillen en onverwachte wendingen nemen, maar we genieten echt van de reis die onze klanten en onszelf naar nieuwe hoogten brengt.
";"Comma, brand strategists is een vooruitstrevend bedrijf met een duidelijke focus op  marketingstrategie en communicatie.

1.	Strategische profielen

Om de strategische visie van een bedrijf of organisatie tastbaar te maken en  producten/diensten op een opmerkelijke manier in de kijker te zetten, beroepen we ons op verschillende strategische workshops. Workshops zoals why-how-what (golden circle), positionering (brand essence), customer journey (from answer to activate) enz.
 
Jouw taak:
- Voorbereiden workshops
- Opstellen online surveys
- Data-analyse en interpretatie van de resultaten
- Verwerken resultaten in presentatie
- Uitvoeren concurrentie-analyse
- Rapportering
- Ondersteunen van / participeren aan workshops
- Evalueren workshops en verbeteringsvoorstellen formuleren
- Marktonderzoek strategische modellen

2.	Analytische profielen

Comma, brandstrategists lanceert elk jaar een grootschalig marktonderzoek bij Vlaamse ondernemers met betrekking tot hun marketingcommunicatie-beleid. Deze peiling richt zich tot de ondernemer-zaakvoerders, marketeers, HR-verantwoordelijken en/of communicatieverantwoordelijken van kleine en middelgrote bedrijven. De focus op deze specifieke bedrijvengroep maakt deze survey uniek. Elk jaar worden de resultaten gebundeld en grondig geanalyseerd, waardoor nieuwe inzichten en trends uitgelicht kunnen worden en de bevindingen een relevant inzicht geven in de manier waarop de Vlaamse kmo's investeren in hun bedrijfscommunicatie.

Jouw taak bij comma?
- Je finetunet samen met het team de vragenlijst.
- Je staat in contact met kmo's en engageert hen om mee te werken aan dit onderzoek
- Je analyseert en interpreteert de verzamelde data.
- Je vergelijkt de resultaten met die van vorige jaren en gaat op zoek naar tendensen.
- Je vergelijkt de resultaten met gelijkaardige studies op de markt voor grote ondernemingen.
- Samen met het team ontwikkel je een mooi rapport dat de bevonden resultaten op een overzichtelijke manier samenvat.

3.	Profiel met gezonde interesse in HR

Comma, brand strategists komt naar buiten met een nieuw, innovatief verhaal, onder een nieuwe naam. In het kader hiervan lanceren we een online tool die het mogelijk maakt te polsen naar de well-being van de mens binnen een organisatie, deze in kaart te brengen en te koppelen aan specifieke oplossingen met bijhorende gedefinieerde actiepunten. Dit in samenwerking met verschillende kwalitatieve partners en tevens experten in hun vakgebied. Deze kruisbestuiving tussen verschillende kennisvelden maakt dit project vernieuwend, interessant en uniek.
 
Het doel is een meetintrument verder uit te bouwen binnen de well-being in bedrijven zodat bedrijven kunnen bekijken hoe ze jaarlijks scoren en welke `gap' ze nog moeten overbruggen. Aan de hand van de diverse submetingen weet het bedrijf op welke punten ze beter moeten scoren en kunnen ze na een jaar hun groei gaan vaststellen.
Jouw taak:
 
-Binnen een innovatief gegeven omkadering brengen voor een nieuw onderzoek, vanuit een human approach
-Evidence based: wetenschappelijke literatuur gebruiken voor een stevige onderbouw
-Meetbaar framework verder opzetten
-Samenwerken met verschillende partners binnen dit project 
-Bepalen van actiepunten per gedefinieerde score op de barometer 
-Opstellen en finetunen van deze barometer 
-Doelgroepbepaling 
-Marketingactie 
-Data-analyse en interpretatie 
-Rapporteren 
- Nauwe betrokkenheid bij verdere opvolging


4.	Creatieve profielen

Comma, brand strategists bestaat uit een team van design thinkers die constant bezig zijn met het visueel vorm geven van een merk met als doel deze sterk te vermarkten. Van concept tot moodboards tot uitwerking van logo?s, stijlen, animaties, website designs, communicatie afgeleiden, ?

Jouw taak:
 
-Brainstormsessies bijwonen & gericht mee helpen nadenken 
- Moodboards opstellen
- Logo ontwikkeling
- Website design in XD
- Afgeleiden voorzien
?
"
EY Belgium;De Kleetlaan 2;1831;Diegem;www.eyjobs.be;Nina Delvaulx;;479320540;"At EY, we?re dedicated to helping organizations solve their toughest challenges and realize their greatest ambitions - from start-ups to Fortune 500 companies ? and the work we do with them is as varied as they are.
Through our four service lines ?ÿAssurance, Consulting, Strategy and Transactions, and Tax ? we help our clients capitalize on transformative opportunities. We also help them fulfill regulatory requirements, keep investors informed and meet the needs ofÿallÿof their stakeholders. And in a fast-changing world, we give them the support they need to be effective today and create long-term value for tomorrow.";"As a global leader in assurance, tax, transaction and advisory services, we hire and develop the most passionate people in their field to help build a better working world. This starts with a culture that believes in giving you the training, opportunities and creative freedom to make things better. This is what makes us different and renders working here a unique, lifetime experience.
We provide the scale, teams, and the tech. We will show you what?s possible, so you?ll see opportunities where others see challenges. With our help, you can make a meaningful impact, your way. A career as unique as you are. The exceptional EY experience. It?s yours to build."
AZ Sint-Jan Brugge-Oostende;Ruddershove 10;8000;Brugge;www.azsintjan.be;Helga De Neve;;050 452246;"Zoek je een stageplaats in een sociale, maatschappelijke omgeving met zeer veel technologische uitdagingen? Bekijk dan zeker de mogelijke ICT-stageplaatsen in het AZ Sint-Jan Brugge-Oostende. ICT is een onmisbare technologie voor dit zeer groot algemeen ziekenhuis met zijn 3 campussen. Het ICT-departement telt een 60-tal ICT-medewerkers in verschillende gespecialiseerde teams. Ben je gebeten door BI-ondersteunende tools, zoek je liever je ding in het ontwikkelen van drempelverlagende applicaties, droom je ervan security-specialist te worden of is voor het contact met de eindgebruiker belangrijk en wil je je vervolmaken in de rechtstreekse eindgebruikersondersteuning? Misschien ben je meer geboeid door de sterke evolutie naar de Cloud, de Microsoft 365 platformen. Of misschien droom je ervan netwerkspecialist te worden. In het AZ Sint-Jan werken we op al die domeinen en we bieden meerdere uitdagende stageplaatsen aan met een goede begeleiding bij iedere stage-opdracht.

We garanderen dat jullie met een stage- of eindwerk in ons ziekenhuis echt kan uitpakken op je CV maar ook mooie kansen krijgt in het ziekenhuis voor latere tewerkstelling.

";"1) Monitoring: In ons ziekenhuis is een realtime monitoring van onze ICT-infrastructuur cruciaal.
De technologische ontwikkelingen op dat vlak zijn de laatste jaren enorm ge‰volueerd.
Je staat in voor het ontwerp, de technische keuzes en POC van ons NEXT GEN monitoring platform.

2) KUBERNETES: Ons ziekenhuis is uitgerust met verschillende webservers en bijhorende -applicaties. Het merendeel is extern ontwikkeld maar we ontwikkelen ook zelf strategische applicaties.
De technologie is bij ons onvoldoende bekend en we willen een testomgeving opzetten waarmee we de voordelen van deze technologie kunnen verkennen.
Je staat in voor het ontwerp, de technische keuzes en POC-implementatie van ons NEXT GEN Kubernetes platform.

3) SIEM & SOC: Ons ziekenhuis leeft onder een dagelijkse en constante uitdaging voor (cyber)aanvallen. 
Op dit ogenblik is er geen SIEM of SOC actief, maar daar willen we op korte termijn verandering in brengen.
De technologie en de mogelijkheden willen we met jouw hulp verder onderzoeken om de uitrol voor te bereiden.
Je staat in voor het ontwerp, de keuzes (product, on-prem/cloud) en POC van ons NEXT GEN SIEM & SOC platform.

4) Een ziekenhuis omgeving bevat een schat aan informatie. Data-exports vanuit allerlei medische en administratieve software pakketten, rapporten die via reporting services rechtsreeks uit databanken worden getrokken, dashboards via ons datawarehouse enz.  De hoeveelheid data is zo overweldigend, dat het soms moeilijk is voor een eindgebruiker om de juiste informatie te vinden. 

Om hem of haar bij te staan in deze zoektocht, willen we een portaal aanbieden met volgende functionaliteiten:
?	een overzicht tot de rapportages waartoe hij/zij reeds toegang heeft
?	kunnen zoeken binnen de volledige catalogus met bestaande rapportages om vervolgens toegang te kunnen aanvragen
?	een aanvraag-formulier voor rapportage die nog niet beschikbaar is
De portal omvat ook een beheerdersmodule, waarbinnen enerzijds het beheer kan  gedaan worden van de catalogus, maar herbergt ook een workflow om de aanvragen van nieuwe rapportages via de nodige goedkeuringskanalen te leiden en de eindgebruiker op de hoogte te houden van zijn aanvraag.
Jouw opdracht is deze portal te ontwikkelen. 


5) We bieden daarnaast ook leerrijke en afwisselende stages aan voor wie zich wil vervolmaken in hardware-installaties of in servicedesk-ondersteuning.
"
NVISO ;Guimardstraat 8;1040;Brussels;https://www.nviso.eu/;Femke Smedts - Cindy Moonens;;"+32 493 59 81 22; +32 475 80 07 12";"NVISO is a pure-play cyber security consulting firm: our team is composed of security professionals who each have their specific field of expertise, ranging from Information Security Governance, Risk & Compliance to Incident Response, Penetration Testing, Software Security and Training & Awareness. This fantastic blend of skills enables us to help organizations prevent, detect, and respond to complex security challenges. 

NVISO is also known as a Belgian Cyber Security start-up: through our active investment in Research & Development and partnerships with Belgian academic players, we are investigating emerging threats and trends, refining our techniques, and developing innovative products that make NVISO a unique player in the market. 

Our team is built on the values of Entrepreneurship, Commitment, Integrity, Client-Orientation and Respect, which neatly ties into our mission to be an innovative, trusted and respected security partner for our clients. And we are looking for new colleagues that are as enthusiastic about these values as we are! So come and join us!
";"Job descriptions

As a Junior Cyber Strategy consultant, you will assist our smaller and larger customers with the overall reinforcement of their security posture. Typical engagements include (but are certainly not limited to):

Defining a Security Strategy, supported by a corporate threat assessment in collaboration with key stakeholders in the organization;
Assisting IT or security teams with the implementation of strategic security projects, acting as an interim security officer. You may be supported by other NVISO experts, or work in full integration with the client organization;
Implementing or refining our client?s security governance, including decision-making mechanisms, security policies and norms or security management processes and procedures;
Executing risk assessments and creating action plans in concertation with internal and external stakeholders;
Assisting in reaching or maintaining compliance to information security legal, contractual or internal requirements;
Defining or testing crisis management, business continuity or disaster recovery planning;
Raising the awareness of staff or management on cyber threat through classic or innovative awareness initiatives.
We work both for very large and very small organizations, which all have one thing in common: a keen interest in making significant progress in their protection against current and emerging cyber threats.


Your profile

You have affinities with cyber security, and you believe the following to be applicable to you:

You have a Bachelor or a Master?s degree. Your education is not required to be in IT or technology though you should have some affinity with technology;
You are fluent in English and Dutch or French;
You are used to operating with a great deal of autonomy, but also appreciate the value of team work;
You are a good communicator;
You think you have project management skills;
You are results-oriented and are able to deliver within pre-set deadlines. You value quality and client-satisfaction above all, and appreciate the value of outstanding deliverables.
  

Our offer
We strongly believe your motivation is the key to success in our line of work. For this reason, we are committed to offering you an attractive package including financial and non-financial components:

A highly competitive salary with the some very interesting perks:
Company Car;
Phone & subscription;
Laptop;
Hospital & group insurance.
A yearly training budget, with great flexibility for choosing trainings as long as they contribute to your personal development;
An entrepreneurial and agile company, where you will be stimulated and supported in driving new initiatives (either internally in driving the organization or externally in our service offering), without losing sight of having fun;
The regular team-building and fun events;
Our commitment to coach and counsel you and help you grow.
  

If you are interested, please send an updated CV and a motivational letter to joinourteam@nviso.be!

"
Knoware;Pathoekeweg 9;8000;Brugge;https://www.knoware.be/;Sidney Barclay;;+32 67 47 59 31;"Knoware is medisch software bedrijf met kantoren in Nijvel en Brugge.

Een belangrijk deel van onze activiteiten is gericht op het bieden van innovatieve 
oplossingen voor de zorgsector op het gebied van medicatiebehandelingsmanagement.

ComeoCare is ons hoofdproduct, het is een allesomvattende oplossing voor veilig beheer van 
medicatiebehandelingen, gespecialiseerd in oncologie (kankerbehandeling).

ComeoCare wordt momenteel gebruikt in meer dan 30 ziekenhuizen en is marktleider in Belgi‰.
U kunt meer over ComeoCare lezen op onze website https://www.comeocare.com/.  
";"Knoware is op zoek naar studenten die ge‹nteresseerd zijn in de ontwikkeling van een medische
drug databank die gehost wordt op een cloud omgeving.

De federale overheid stelt een openbare databank ter beschikking, de ""drugs authentic source 
database"" (SAM-databank) die beschikbaar is voor alle actoren in de gezondheidszorg die 
software ontwikkelen voor medicatiebehandelingen. Deze database is een samenvoeging van open 
data die door drie verschillende instanties wordt aangeleverd en bevat een groot aantal 
geneesmiddelen en leveranciersinformatie. De database is toegankelijk via webservices en door 
volledige of delta-dumps van de database te downloaden als XML-bestanden die worden beschreven 
door verschillende XSD's.
Voor de ontwikkeling van onze toekomstige producten zijn we ge‹nteresseerd in 
toegang tot de SAM-gegevens met behulp van een moderne en flexibele cloudarchitectuur, waardoor
andere gegevensbronnen kunnen worden verrijkt via API's.

De technologie‰n die we voor ogen hebben voor de ontwikkeling zijn 
?             Java  of C# .NET voor de backend
?             HTML5 en JavaScript frontend, gebruik makend van een JavaScript framework zoals ReactJS of VueJS;
?             Azure als cloud platform
"
November Five;Scheldestraat 11;2000;Antwerpen;www.novemberfive.co;Nathalie Dilewyns;;03 500 92 21;Wij zijn November Five, een volledig ge‹ntegreerde partner voor digitale transformatie. We helpen onze klanten om blijvende impact te maken met digitale oplossingen. ;Ambitieuze softwareontwikkelaars: get in touch! 
Cloud Innovation;Ottergemsesteenweg - Zuid 808;9000;Gent;www.cloudinnovation.be;Daphne Van de Velde;;477230962;"Cloud Innovation specialiseert zich in Salesforce.com en the Force.com platform. Gebruikmakend van de sterke punten van het Salesforce.com-platform willen we zinvolle applicaties maken om zoveel mogelijk van de bedrijfsprocessen van onze klanten te ondersteunen en een gebruiksvriendelijke oplossing te bieden. Onze kantoren bevinden zich in de Ghelamco Arena met een satellietkantoor in MeetDistrict Antwerpen.

Salesforce is een customer relationship management-platform (CRM) en biedt cloudgebaseerde applicaties voor sales, services, marketing en meer. Met hun webgebaseerde CRM-software kun je eenvoudig alle klantactiviteiten op een centrale plek bijhouden, beheren en analyseren.

Voor backend-ontwikkeling biedt Salesforce de Apex-taal die op Java is gebaseerd. Frontend-ontwikkeling wordt gedaan met behulp van het Lightning Javascript-framework en Visualforce-pagina's. De Salesforce-infrastructuur is zodanig opgezet dat de databasestructuur en de configuratie-metadata gemakkelijk toegankelijk zijn en worden ge‹ntegreerd in het ontwikkelings-framework.

";Wij zijn steeds op zoek naar stagiairs die onze developers willen ondersteunen bij de ontwikkeling en implementatie van het Salesforce platform. Als stagiair zal je samen met jouw stagebegeleider werken aan tal van interessante projecten op het platform, dit voor klanten als voor onze interne werking. 
Xplore Group;Guldensporenpark Gebouw I, Bus 88;9820;Merelbeke;https://www.xploregroup.be/nl/;Mitchell Obasogie;;0497 91 89 28;"Bij Xplore Group maken we Software op maat voor onze klanten, hier ligt de focus op uiteenlopende technologie‰n.
we hebben kantoren in  Kontich, Hasselt, Leuven en Merelbeke . We zijn altijd opzoek naar gemotiveerd Graduates, die hun eerste stappen willen zetten binnen Technologie. 
Xplore Group is actief binnen Belgi‰, Nederland en Spanje en heeft door de jaren heen expertise opgebouwd rond de meest innovatieve topics op vlak van software development, cloud, e-commerce, digital en data  Dit doen we in projectmodus, in cocreatie met onze klanten en via onze professional services.

Het slim gebruik van technologie kan de doeltreffendheid van je marketingstrategie gevoelig verhogen. De oplossing is simpel: gooi het roer om en ga voor een volledige digitale transformatie van je onderneming.

Xplore Group stort zich samen met jou in het digitaal avontuur, in welk stadium van de reis jij je ook bevindt. We begeleiden en adviseren jou bij elke stap van de weg. We houden steeds het einddoel voor ogen: een slimme, innovatieve, ge‹ntegreerde en schaalbare oplossing die volledig is afgestemd op de noden van jouw onderneming.

Bij het ontwerp van onze technologie‰n staat de gebruiker steeds centraal. Een positieve gebruikerservaring is per slot van rekening allesbepalend voor het blijvende succes van jouw business.

";#NAAM?
azWest;Iepersesteenweg 100;8630;Veurne;www.azwest.be;Geert Vandevelde;;58333436;Ziekenhuis;"Bachelor/Graduaat Netwerk voor uitrol NAC (Netwerk Access Control) en implementatie nieuwe switchen, wireless netwerk en herschikken netwerkkasten
Bachelor/Graduaat Cybersecurity opvolging (netwerk, pc's, servers,..)"
Bothive;Coupure Rechts 620;9000;Gent;https://bothive.be;Brecht Valcke;;498818587;Bothive is een jonge scale-up die de methode waarop bedrijven communiceren naar hun klanten volledig moderniseert. Je kan Bothive zien als een geautomatiseerde inbox die er voor zorgt dat bedrijven hun klanten sneller en persoonlijker kunnen helpen. Dit gebeurt aan de hand van technologie‰n zoals chatbots, E-mail labeling, dynamische formulieren en een next-generation multichannel inbox. We zijn een jong team waar een typsiche startup/scaleup cultuur hangt.;Wij zoeken full stack webontwikkelaars die graag werken met Node.js en React en UX-designers die een grote rol willen spelen in hoe ons platform er gaat uit zien in de komende jaren. Bij ons krijgt je geen individueel project, maar draai je gewoon enkele maanden mee als volwaardig teamlid. Dit is een methode waar je het meeste uit leert en het meeste voldoening uit haalt. Na de stage zijn er job mogelijkheden aangezien we een jong snel groeiend team zijn.
Ikologik NV;Sint-Amanduslaan 38;8730;Beernem;https://www.ikologik.com;Tom Serru;;+32 478 22 69 31;Ikologik ontwikkelt een IIoT platform voor visualisatie, rapportering en slimme analyse van verschillende procesdata. Hierdoor krijgen machinebouwers en productiebedrijven ten allen tijde inzicht in de werking van hun installaties.;#NAAM?
Direct;Oscar Delghuststraat 60;9600;Ronse;www.direct.eu;Pauline De Vos;;+32 (0)55 66 85 26;Bij Direct kan je rekenen op een inclusieve cultuur waar innoveren en ondernemen ingebakken zit. We dagen je uit om op de tippen van je tenen te staan, elke dag opnieuw. We geloven dat jouw persoonlijke groei ook het bedrijf doet groeien. En omgekeerd. In onze unieke atmosfeer ben je een echte partner, en stippel je mee onze toekomst uit.;Heb je de theorie op zak en ben je op zoek naar een ervaring in de praktijk? Ben je benieuwd naar wat een job als system engineer echt inhoudt? Heb je veel idee‰n over cloud, cyber security, networking of nog meer en toets je ze graag eens af tegen het werkveld of de mening van collega's? Laat dan zeker van je horen. We kijken ernaar uit om je een boeiende stage te bezorgen, boeiend voor jou maar evengoed voor ons. We zoeken samen naar een optimale stageopdracht die alle boxes checkt en waarmee je bovenal kan ontdekken hoe het er nu echt aan toe gaat, in het werkveld maar ook gewoon op het tofste kantoor van Vlaanderen.
November Five;Scheldestraat 11;2000;Antwerpen;https://novemberfive.co;Veronique Verhees;;499323613;"At November Five, we create digital experiences that drive people and businesses forward. We build everything from elegant, user-friendly mobile applications to robust, complex REST API?s, taking each project from strategy to execution.

With a diverse team of great minds and an organisation built for performance and speed, we solve problems, seize opportunities and deliver results that set us apart. To us, being successful means growing together with our people and with our clients. We invest heavily in capability building and knowledge sharing amongst our teams, and we strive to develop lasting, meaningful partnerships with our clients.

We?ve come a long way since our beginnings in November 2008, and we?re excited about the endless possibilities that lie ahead.

Ready to join us?
";"If you live and breathe technology as we do, can spot a patchy UX from a mile away, write beautiful code or love to build websites with the utmost care, we?d love to hear from you. Whether you?re majoring in web or mobile development, design, ICT or multimedia, we?re curious to see what you bring.

Our internships mainly include one or more of the following disciplines:
- Frontend development (React)
- Backend development (Serverless - AWS)
- Mobile development (React Native)
- UI/UX design
- Graphic design
- Marketing"
Aaltra;Brusselsesteenweg 202;9090;Melle;www.aaltra.eu;Pieter-Paulus Vertongen;;32479516653;Aaltra is een ?Digital Innovation Studio? in Melle (bij Gent). Vanuit onze studio werken we met een team van getalenteerde designers en ontwikkelaars aan de digitale producten en diensten van de toekomst. Voor klanten zoals Daikin, Engie en Novy maken we innovatieve apps en IoT-oplossingen die een echt verschil maken in het dagelijkse leven van duizenden gebruikers.;"Je staat op het punt om af te studeren en je kan niet wachten om je kennis, goesting en inspiratie in te zetten voor echte klanten en echte gebruikers? 
Dan beland je liever niet in een bedrijf waar je elke dag andere klusjes gaat opknappen.
Bij Aaltra bieden we elk jaar een duo van 2 stagiairs de kans om deel uit te maken van ons team. Naast een fantastische eerste werkervaring bieden we je ook de kans om te werken aan een duidelijk uitgetekend project. Onder onze begeleiding leer je je eigen beslissingen te nemen, je leert omgaan met werkplanning en je komt in contact met de klant. 
Na je stage bij Aaltra heb je dus niet alleen ontzettend veel bijgeleerd. Je kan ook apetrots zijn op het project dat je opleverde.
Jouw profiel:
?	Je bent enthousiast en leergierig.
?	Je kan goed overweg met minsten ‚‚n van de volgende zaken:
   o	HTML, Javascript & Css
   o	iOS development (Swift)
   o	Android development (Java)
   o	Vue js
   o	Backend development (C# .Net, SQL)
"
HITlab Howest;Graaf Karel de Goedelaan 32;8500;Kortrijk;www.hitlab.be;Jelle Demanet;;474677485;In the ?Human Interface Technology Lab? (HITlab), affiliated with Howest University of Applied Sciences, we are interested in humans in interaction with technology. HITlab focuses on various topics, ranging from measuring behavioral and (neuro-)physiological responses of users, to the development of adaptive and immersive applications that can respond to the mental state of the user. You will find both state-of-the-art measuring equipment that is typically used in a lab environment (such as high-end eye-tracking and body-tracking systems and EEG equipment for measuring brain activity) as well as user-friendly and cheaper systems that can be used in a real-life settings (such as mobile eye trackers and wearables). We also have the latest VR and AR systems at our disposal. We conduct research in various sectors, ranging from occupational therapy to industrie 4.0.;Wij zoeken een AI engineer met een brede focus die wil meerwerken aan leuke interdisciplinaire projecten binnen ons lab. Dit gaat van het bouwen van interactieve applicaties in VR en AR tot real-time interpreteren van hersengolven en fysiologische reacties (hartslag, huigeleiding, etc.) door middel van classificatie algoritmes.
AZ Sint-Jan Brugge-Oostende;Ruddershove 10;8000;Brugge;www.azsintjan.be;Nicolas;;050 452246;"Zoek je een stageplaats in een sociale, maatschappelijke omgeving met zeer veel technologische uitdagingen? Bekijk dan zeker de mogelijke ICT-stageplaatsen in het AZ Sint-Jan Brugge-Oostende. ICT is een onmisbare technologie voor dit zeer groot algemeen ziekenhuis met zijn 3 campussen. Het ICT-departement telt een 60-tal ICT-medewerkers in verschillende gespecialiseerde teams. Ben je gebeten door BI-ondersteunende tools, zoek je liever je ding in het ontwikkelen van drempelverlagende applicaties, droom je ervan security-specialist te worden of is voor het contact met de eindgebruiker belangrijk en wil je je vervolmaken in de rechtstreekse eindgebruikersondersteuning? Misschien ben je meer geboeid door de sterke evolutie naar de Cloud, de Microsoft 365 platformen. Of misschien droom je ervan netwerkspecialist te worden. In het AZ Sint-Jan werken we op al die domeinen en we bieden meerdere uitdagende stageplaatsen aan met een goede begeleiding bij iedere stage-opdracht.

We garanderen dat jullie met een stage- of eindwerk in ons ziekenhuis echt kan uitpakken op je CV maar ook mooie kansen krijgt in het ziekenhuis voor latere tewerkstelling.
";") Een ziekenhuis omgeving bevat een schat aan informatie. Data-exports vanuit allerlei medische en administratieve software pakketten, rapporten die via reporting services rechtsreeks uit databanken worden getrokken, dashboards via ons datawarehouse enz.  De hoeveelheid data is zo overweldigend, dat het soms moeilijk is voor een eindgebruiker om de juiste informatie te vinden.

Om hem of haar bij te staan in deze zoektocht, willen we een portaal aanbieden met volgende functionaliteiten:
.       een overzicht tot de rapportages waartoe hij/zij reeds toegang heeft
.       kunnen zoeken binnen de volledige catalogus met bestaande rapportages om vervolgens toegang te kunnen aanvragen
.       een aanvraag-formulier voor rapportage die nog niet beschikbaar is
De portal omvat ook een beheerdersmodule, waarbinnen enerzijds het beheer kan  gedaan worden van de catalogus, maar herbergt ook een workflow om de aanvragen van nieuwe rapportages via de nodige goedkeuringskanalen te leiden en de eindgebruiker op de hoogte te houden van zijn aanvraag.
Jouw opdracht is deze portal te ontwikkelen.

"
AZ Sint-Jan Brugge-Oostende;Ruddershove 10;8000;Brugge;www.azsintjan.be;C‚dric;;050 452246;"Zoek je een stageplaats in een sociale, maatschappelijke omgeving met zeer veel technologische uitdagingen? Bekijk dan zeker de mogelijke ICT-stageplaatsen in het AZ Sint-Jan Brugge-Oostende. ICT is een onmisbare technologie voor dit zeer groot algemeen ziekenhuis met zijn 3 campussen. Het ICT-departement telt een 60-tal ICT-medewerkers in verschillende gespecialiseerde teams. Ben je gebeten door BI-ondersteunende tools, zoek je liever je ding in het ontwikkelen van drempelverlagende applicaties, droom je ervan security-specialist te worden of is voor het contact met de eindgebruiker belangrijk en wil je je vervolmaken in de rechtstreekse eindgebruikersondersteuning? Misschien ben je meer geboeid door de sterke evolutie naar de Cloud, de Microsoft 365 platformen. Of misschien droom je ervan netwerkspecialist te worden. In het AZ Sint-Jan werken we op al die domeinen en we bieden meerdere uitdagende stageplaatsen aan met een goede begeleiding bij iedere stage-opdracht.

We garanderen dat jullie met een stage- of eindwerk in ons ziekenhuis echt kan uitpakken op je CV maar ook mooie kansen krijgt in het ziekenhuis voor latere tewerkstelling.";Leerrijke en afwisselende stages aan voor wie zich wil vervolmaken in hardware-installaties of in servicedesk-ondersteuning.
Conics;Tiendelaan 5A;8900;Ieper;www.conics.be;Frederic Vandelanotte;;486737252;We zijn een software bedrijf gespecialiseerd in tools voor de grafische markt (bv drukkerijen, prepress bureau's);- Project die een klant mogelijkheid moet kunnen geven om van een bestaande verpakking, een logo/afbeelding te selecteren en zo met dat gegeven zoekt naar andere verpakkingen waar het logo/afbeelding gelijkend  in voorkomt. (bv kleiner, ander kleur, andere achtergrond...)
Pirsol bv;Polderstraat 177;8450;Bredene;www.pirsol.be;Pierre Thienpont;;59389392;Pirsol ontwikkeld een Belgisch Payroll applicatie in .Net. Wij hosten die applicatie in de cloud waarmee we +40.000 loonbrieven per maand berekenen. Pirsol werk nu met 4 ex-Howest studenten in Bredene.;"Project Tikklok: een blazor app maken voor een tikklok met dimona verbinding. Analyse, interface, ontwikkeling
Project AI: aan analyse maken hoe ML een loonboeker zou kunnen helpen in het boeken van lonen."
Encima;Keibergstraat 112;8820;Torhout;www.encima.com;Dirk Versavel;;050 230 202;Encima ontwikkelt web en mobiele toepassingen op maat.  Wij ontwikkelen in JAVA (incl. Gradle en Kotlin) en gebruiken diverse frameworks zoals Spring, Hibernate, Vue.js, Bootstrap, ...  Onze toepassingen worden gehost op Google Cloud Platform.  Met ByondFiles (document management in de cloud) en Marcando (cloud-based e-commerce platform) brengen we 2 geavanceerde SaaS producten op de markt.;Bachelor Toegepaste Informatica / optie programmeren
Codifly;Lokerenveldstraat 57;9300;Aalst;www.codifly.be;Gerben Carron;;497231743;"Codifly is een scale-up uit Aalst gespecialiseerd in de ontwikkeling van innovatieve software-oplossingen. Gedreven door ons enthousiasme sleutelen we met ons 20-koppig team aan de digitale wereld van morgen. Met onze expertise in moderne technologie‰n zorgen we voor hoog kwalitatieve en innovatieve webapplicaties, mobiele applicaties en IoT-oplossingen.

""Improve the connected world, together"" met deze mindset bouwen wij dagelijks, in nauwgezette samenwerking mee aan het succes van onze klanten. Het is dan ook met de meeste voldoening dat we naar onze 100 afgelopen projecten terugkijken. Door onze flexibele aanpak mogen we enkele start-ups, scale-ups maar ook gevestigde waarden tot ons klantenbestand rekenen.

Als innovatief bedrijf gelooft Codifly sterk in het web en het ?Internet of Things? en zijn er vast van overtuigd dat de technologische evolutie hier nog maar net begonnen is. Let's design, develop, disrupt & scale.";"Codifly is de place to be voor enthousiaste en gepassioneerde studenten die de beste complexe digitale oplossingen willen ontwikkelen. Wij bieden de beste technische uitrusting, focussen op kwaliteit, promoten continu leren en werken hard aan onze bedrijfscultuur. Ons gemotiveerd team ontvangt jou met open armen en neemt je mee doorheen de verschillende uitdagende projecten waar we bij Codifly dagelijks aan bouwen.

Als stagiair javascript/full stack developer zal je een belangrijke rol spelen in het ontwikkelen van complexe web & mobiele applicaties en zal je rechtstreeks bijdragen tot de groei van Codifly! Wat wij je te bieden hebben:
- Praktische hands-on approach met weinig gezever.
- (V‚‚l) bijleren over de ontwikkeling van complexe web- en mobiele applicaties.
- Jong team dat de goesting heeft om mooie en goede software-oplossingen te ontwikkelen.

Interesse in onze projecten? Neem zeker een kijkje op onze website"
